text1,text2,label,text1_mean_entropy,text1_sum_entropy,text1_n_tokens,text2_mean_entropy,text2_sum_entropy,text2_n_tokens,delta_mean_entropy,delta_sum_entropy,delta_n_tokens
"                     String states[] = (String[])ar.result;                     int lac = -1;                     int cid = -1;-                    if (states.length == 3) {                         try {                             if (states[1] != null && states[1].length() > 0) {                                 lac = Integer.parseInt(states[1], 16);                     if (states.length > 0) {                         try {                             regState = Integer.parseInt(states[0]);-                            if (states.length == 3) {                                 if (states[1] != null && states[1].length() > 0) {                                     lac = Integer.parseInt(states[1], 16);                                 }","                     String states[] = (String[])ar.result;                     int lac = -1;                     int cid = -1;+                    if (states.length >= 3) {                         try {                             if (states[1] != null && states[1].length() > 0) {                                 lac = Integer.parseInt(states[1], 16);                     if (states.length > 0) {                         try {                             regState = Integer.parseInt(states[0]);+                            if (states.length >= 3) {                                 if (states[1] != null && states[1].length() > 0) {                                     lac = Integer.parseInt(states[1], 16);                                 }",0,1.234271523178808,186.375,151,1.175986842105263,178.75,152,0.0582846810735449,7.625,-1
"     @Override     void animateValue(float fraction) {         final Object target = getTarget();-        if (target == null) {-            // We lost the target reference, cancel and clean up.             cancel();             return;         }","     @Override     void animateValue(float fraction) {         final Object target = getTarget();+        if (mTarget != null && target == null) {+            // We lost the target reference, cancel and clean up. Note: we allow null target if the+            /// target has never been set.             cancel();             return;         }",0,2.482142857142857,121.625,49,2.486111111111111,179.0,72,-0.003968253968253954,-57.375,-23
"     *                  floats long     */     public Matrix2f(float[] dataArray) {-        mMat = new float[2];         System.arraycopy(dataArray, 0, mMat, 0, mMat.length);     } ","     *                  floats long     */     public Matrix2f(float[] dataArray) {+        mMat = new float[4];         System.arraycopy(dataArray, 0, mMat, 0, mMat.length);     } ",0,2.548076923076923,132.5,52,2.4150943396226414,128.0,53,0.1329825834542815,4.5,-1
"                 try {                     while (subCursor.moveToNext()) {                         ContentValues extendedValues = new ContentValues();-                        extendedValues.put(ExtendedProperties.NAME, cursor.getString(COLUMN_NAME));                         extendedValues.put(ExtendedProperties.VALUE,-                                cursor.getString(COLUMN_VALUE));                         entity.addSubValue(ExtendedProperties.CONTENT_URI, extendedValues);                     }                 } finally {","                 try {                     while (subCursor.moveToNext()) {                         ContentValues extendedValues = new ContentValues();+                        extendedValues.put(ExtendedProperties.NAME,+                                subCursor.getString(COLUMN_NAME));                         extendedValues.put(ExtendedProperties.VALUE,+                                subCursor.getString(COLUMN_VALUE));                         entity.addSubValue(ExtendedProperties.CONTENT_URI, extendedValues);                     }                 } finally {",0,1.7397058823529412,147.875,85,1.5430555555555556,138.875,90,0.1966503267973856,9.0,-5
"                         "" U+"" + Integer.toHexString(vs) + "")"";                 final String testString =                         codePointsToString(new int[] {testCase.mBaseCodepoint, vs});-                if (testCase.mVariationSelectors.contains(vs)) {                     assertTrue(signature + "" is expected to be true"", p.hasGlyph(testString));                 } else {                     assertFalse(signature + "" is expected to be false"", p.hasGlyph(testString));","                         "" U+"" + Integer.toHexString(vs) + "")"";                 final String testString =                         codePointsToString(new int[] {testCase.mBaseCodepoint, vs});+                if (vs == 0xFE0E // U+FE0E is the text presentation emoji. hasGlyph is expected to+                                 // return true for that variation selector if the font has the base+                                 // glyph.+                             || testCase.mVariationSelectors.contains(vs)) {                     assertTrue(signature + "" is expected to be true"", p.hasGlyph(testString));                 } else {                     assertFalse(signature + "" is expected to be false"", p.hasGlyph(testString));",0,2.3059895833333335,221.375,96,2.4454225352112675,347.25,142,-0.13943295187793403,-125.875,-46
"         mOrigins = new HashMap<String, Origin>();         for (String origin : tmp) {             Origin website = new Origin(origin,-                                 nativeGetUsageForOrigin(origin),-                                 nativeGetQuotaForOrigin(origin));             mOrigins.put(origin, website);         }     }","         mOrigins = new HashMap<String, Origin>();         for (String origin : tmp) {             Origin website = new Origin(origin,+                                 nativeGetQuotaForOrigin(origin),+                                 nativeGetUsageForOrigin(origin));             mOrigins.put(origin, website);         }     }",0,2.240079365079365,141.125,63,2.015625,129.0,64,0.22445436507936511,12.125,-1
"             // Calling getDegreesXY() has side-effects, so we need to cache the             // current inner circle value and restore after the call.             final boolean wasOnInnerCircle = mIsOnInnerCircle;-            final int degrees = getDegreesFromXY(x, y);             final boolean isOnInnerCircle = mIsOnInnerCircle;             mIsOnInnerCircle = wasOnInnerCircle; ","             // Calling getDegreesXY() has side-effects, so we need to cache the             // current inner circle value and restore after the call.             final boolean wasOnInnerCircle = mIsOnInnerCircle;+            final int degrees = getDegreesFromXY(x, y, true);             final boolean isOnInnerCircle = mIsOnInnerCircle;             mIsOnInnerCircle = wasOnInnerCircle; ",0,2.2663690476190474,190.375,84,2.163793103448276,188.25,87,0.10257594417077165,2.125,-3
             if (mIsOnInnerCircle && hour == 0) {                 // Inner circle is 1 through 12.                 hour = 12;-            } else if (hour != 0) {                 // Outer circle is 13 through 23 and 0.                 hour += 12;             },             if (mIsOnInnerCircle && hour == 0) {                 // Inner circle is 1 through 12.                 hour = 12;+            } else if (!mIsOnInnerCircle && hour != 0) {                 // Outer circle is 13 through 23 and 0.                 hour += 12;             },0,2.1053571428571427,147.375,70,1.8571428571428572,143.0,77,0.2482142857142855,4.375,-7
             if (mIsOnInnerCircle && hour == 0) {                 // Inner circle is 1 through 12.                 hour = 12;-            } else if (hour != 0) {                 // Outer circle is 13 through 23 and 0.                 hour += 12;             },             if (mIsOnInnerCircle && hour == 0) {                 // Inner circle is 1 through 12.                 hour = 12;+            } else if (!mIsOnInnerCircle && hour != 0) {                 // Outer circle is 13 through 23 and 0.                 hour += 12;             },0,2.1053571428571427,147.375,70,1.8571428571428572,143.0,77,0.2482142857142855,4.375,-7
             // them will get the new sequence number at that point.  (See for example how testing             // of JobScheduler's BatteryController works.)             sendBatteryChangedIntentLocked();-            if (mLastBatteryLevel != mHealthInfo.batteryLevel) {                 sendBatteryLevelChangedIntentLocked();             } ,             // them will get the new sequence number at that point.  (See for example how testing             // of JobScheduler's BatteryController works.)             sendBatteryChangedIntentLocked();+            if (mLastBatteryLevel != mHealthInfo.batteryLevel || mLastPlugType != mPlugType) {                 sendBatteryLevelChangedIntentLocked();             } ,0,3.3865384615384615,220.125,65,3.1283783783783785,231.5,74,0.258160083160083,-11.375,-9
      */     public boolean hasText() {         try {-            return getService().hasPrimaryClip();         } catch (RemoteException e) {             return false;         },      */     public boolean hasText() {         try {+            return getService().hasClipboardText();         } catch (RemoteException e) {             return false;         },0,2.805357142857143,98.1875,35,2.4895833333333335,89.625,36,0.3157738095238094,8.5625,-1
"      public void close() {         maybeUnregisterObserverProxy();-        mCursor.deactivate();       -             }      public int requery(IContentObserver observer, CursorWindow window) {","      public void close() {         maybeUnregisterObserverProxy();+        mCursor.close();     }      public int requery(IContentObserver observer, CursorWindow window) {",0,3.9375,149.625,38,3.1059027777777777,111.8125,36,0.8315972222222223,37.8125,2
"     }      private void setMaxConnectionPoolSizeLocked() {-        if ((mConfiguration.openFlags & SQLiteDatabase.ENABLE_WRITE_AHEAD_LOGGING) != 0) {             mMaxConnectionPoolSize = SQLiteGlobal.getWALConnectionPoolSize();         } else {-            // TODO: We don't actually need to restrict the connection pool size to 1             // for non-WAL databases.  There might be reasons to use connection pooling-            // with other journal modes.  For now, enabling connection pooling and-            // using WAL are the same thing in the API.             mMaxConnectionPoolSize = 1;         }     }","     }      private void setMaxConnectionPoolSizeLocked() {+        if (!mConfiguration.isInMemoryDb()+                && (mConfiguration.openFlags & SQLiteDatabase.ENABLE_WRITE_AHEAD_LOGGING) != 0) {             mMaxConnectionPoolSize = SQLiteGlobal.getWALConnectionPoolSize();         } else {+            // We don't actually need to always restrict the connection pool size to 1             // for non-WAL databases.  There might be reasons to use connection pooling+            // with other journal modes. However, we should always keep pool size of 1 for in-memory+            // databases since every :memory: db is separate from another.+            // For now, enabling connection pooling and using WAL are the same thing in the API.             mMaxConnectionPoolSize = 1;         }     }",0,2.201492537313433,295.0,134,2.244219653179191,388.25,173,-0.04272711586575806,-93.25,-39
"             final int checkedItem = mCheckedItem;             if (checkedItem > -1) {                 listView.setItemChecked(checkedItem, true);-                listView.setSelection(checkedItem);             }         }     }","             final int checkedItem = mCheckedItem;             if (checkedItem > -1) {                 listView.setItemChecked(checkedItem, true);+                listView.setSelectionFromTop(checkedItem,+                        a.getDimensionPixelSize(R.styleable.AlertDialog_selectionScrollOffset, 0));             }         }     }",0,1.6861111111111111,75.875,45,1.7544642857142858,122.8125,70,-0.0683531746031747,-46.9375,-25
"     public void writeToParcel(Parcel out, int flags) {         out.writeInt(mChannel);         out.writeInt(mStatus);-        if (mSelectResponse != null & mSelectResponse.length > 0) {             out.writeInt(mSelectResponse.length);             out.writeByteArray(mSelectResponse);         } else {","     public void writeToParcel(Parcel out, int flags) {         out.writeInt(mChannel);         out.writeInt(mStatus);+        if (mSelectResponse != null && mSelectResponse.length > 0) {             out.writeInt(mSelectResponse.length);             out.writeByteArray(mSelectResponse);         } else {",0,1.292808219178082,94.375,73,1.1960616438356164,87.3125,73,0.09674657534246567,7.0625,0
"                 // TODO We may use apnContext.getApnSetting() directly                 // instead of getWaitingApns().get(0)                 String apnStr = ""<unknown>"";-                if (apnContext.getWaitngApns() != null-                        && !apnContext.getWatingApns().isEmpty()){                     apnStr = apnContext.getWaitingApns().get(0).apn;                 }                 log(""onDataSetupComplete: success apn="" + apnStr);","                 // TODO We may use apnContext.getApnSetting() directly                 // instead of getWaitingApns().get(0)                 String apnStr = ""<unknown>"";+                if (apnContext.getWaitingApns() != null+                        && !apnContext.getWaitingApns().isEmpty()){                     apnStr = apnContext.getWaitingApns().get(0).apn;                 }                 log(""onDataSetupComplete: success apn="" + apnStr);",0,1.9346330275229358,210.875,109,1.8317757009345794,196.0,107,0.10285732658835633,14.875,2
"                 // TODO We may use apnContext.getApnSetting() directly                 // instead of getWaitingApns().get(0)                 String apnStr = ""<unknown>"";-                if (apnContext.getWaitngApns() != null-                        && !apnContext.getWatingApns().isEmpty()){                     apnStr = apnContext.getWaitingApns().get(0).apn;                 }                 log(""onDataSetupComplete: success apn="" + apnStr);","                 // TODO We may use apnContext.getApnSetting() directly                 // instead of getWaitingApns().get(0)                 String apnStr = ""<unknown>"";+                if (apnContext.getWaitingApns() != null+                        && !apnContext.getWaitingApns().isEmpty()){                     apnStr = apnContext.getWaitingApns().get(0).apn;                 }                 log(""onDataSetupComplete: success apn="" + apnStr);",0,1.9346330275229358,210.875,109,1.8317757009345794,196.0,107,0.10285732658835633,14.875,2
      protected void onVoiceCallEnded() {         if (state == State.CONNECTED) {-            if (mGsmPhone.mSST.isConcurrentVoiceAndData()) {                 startNetStatPoll();                 phone.notifyDataConnection(Phone.REASON_VOICE_CALL_ENDED);             } else {,      protected void onVoiceCallEnded() {         if (state == State.CONNECTED) {+            if (!mGsmPhone.mSST.isConcurrentVoiceAndData()) {                 startNetStatPoll();                 phone.notifyDataConnection(Phone.REASON_VOICE_CALL_ENDED);             } else {,0,2.765625,177.0,64,2.7115384615384617,176.25,65,0.054086538461538325,0.75,-1
"         GregorianCalendar weekRange = new GregorianCalendar();         final long now = weekRange.getTimeInMillis();         setToMidnight(weekRange);-        weekRange.roll(Calendar.DATE, 6);         final long nextAlarmMs = mController.getNextAlarm();         if (nextAlarmMs > 0) {             GregorianCalendar nextAlarm = new GregorianCalendar();","         GregorianCalendar weekRange = new GregorianCalendar();         final long now = weekRange.getTimeInMillis();         setToMidnight(weekRange);+        weekRange.add(Calendar.DATE, 6);         final long nextAlarmMs = mController.getNextAlarm();         if (nextAlarmMs > 0) {             GregorianCalendar nextAlarm = new GregorianCalendar();",0,1.8231707317073171,149.5,82,1.7698170731707317,145.125,82,0.05335365853658547,4.375,0
     public void setMinDate(long minDate) {         mTempDate.setTimeInMillis(minDate);         if (mTempDate.get(Calendar.YEAR) == mMinDate.get(Calendar.YEAR)-                && mTempDate.get(Calendar.DAY_OF_YEAR) != mMinDate.get(Calendar.DAY_OF_YEAR)) {             return;         }         if (mCurrentDate.before(mTempDate)) {     public void setMaxDate(long maxDate) {         mTempDate.setTimeInMillis(maxDate);         if (mTempDate.get(Calendar.YEAR) == mMaxDate.get(Calendar.YEAR)-                && mTempDate.get(Calendar.DAY_OF_YEAR) != mMaxDate.get(Calendar.DAY_OF_YEAR)) {             return;         }         if (mCurrentDate.after(mTempDate)) {,"     public void setMinDate(long minDate) {         mTempDate.setTimeInMillis(minDate);         if (mTempDate.get(Calendar.YEAR) == mMinDate.get(Calendar.YEAR)+                && mTempDate.get(Calendar.DAY_OF_YEAR) == mMinDate.get(Calendar.DAY_OF_YEAR)) {+            // Same day, no-op.             return;         }         if (mCurrentDate.before(mTempDate)) {     public void setMaxDate(long maxDate) {         mTempDate.setTimeInMillis(maxDate);         if (mTempDate.get(Calendar.YEAR) == mMaxDate.get(Calendar.YEAR)+                && mTempDate.get(Calendar.DAY_OF_YEAR) == mMaxDate.get(Calendar.DAY_OF_YEAR)) {+            // Same day, no-op.             return;         }         if (mCurrentDate.after(mTempDate)) {",0,0.6713197969543148,132.25,197,0.6947004608294931,150.75,217,-0.023380663875178342,-18.5,-20
     public void setMinDate(long minDate) {         mTempDate.setTimeInMillis(minDate);         if (mTempDate.get(Calendar.YEAR) == mMinDate.get(Calendar.YEAR)-                && mTempDate.get(Calendar.DAY_OF_YEAR) != mMinDate.get(Calendar.DAY_OF_YEAR)) {             return;         }         if (mCurrentDate.before(mTempDate)) {     public void setMaxDate(long maxDate) {         mTempDate.setTimeInMillis(maxDate);         if (mTempDate.get(Calendar.YEAR) == mMaxDate.get(Calendar.YEAR)-                && mTempDate.get(Calendar.DAY_OF_YEAR) != mMaxDate.get(Calendar.DAY_OF_YEAR)) {             return;         }         if (mCurrentDate.after(mTempDate)) {,"     public void setMinDate(long minDate) {         mTempDate.setTimeInMillis(minDate);         if (mTempDate.get(Calendar.YEAR) == mMinDate.get(Calendar.YEAR)+                && mTempDate.get(Calendar.DAY_OF_YEAR) == mMinDate.get(Calendar.DAY_OF_YEAR)) {+            // Same day, no-op.             return;         }         if (mCurrentDate.before(mTempDate)) {     public void setMaxDate(long maxDate) {         mTempDate.setTimeInMillis(maxDate);         if (mTempDate.get(Calendar.YEAR) == mMaxDate.get(Calendar.YEAR)+                && mTempDate.get(Calendar.DAY_OF_YEAR) == mMaxDate.get(Calendar.DAY_OF_YEAR)) {+            // Same day, no-op.             return;         }         if (mCurrentDate.after(mTempDate)) {",0,0.6713197969543148,132.25,197,0.6947004608294931,150.75,217,-0.023380663875178342,-18.5,-20
     public void setMinDate(long minDate) {         mTempDate.setTimeInMillis(minDate);         if (mTempDate.get(Calendar.YEAR) == mMinDate.get(Calendar.YEAR)-                && mTempDate.get(Calendar.DAY_OF_YEAR) != mMinDate.get(Calendar.DAY_OF_YEAR)) {             return;         }         if (mCurrentDate.before(mTempDate)) {     public void setMaxDate(long maxDate) {         mTempDate.setTimeInMillis(maxDate);         if (mTempDate.get(Calendar.YEAR) == mMaxDate.get(Calendar.YEAR)-                && mTempDate.get(Calendar.DAY_OF_YEAR) != mMaxDate.get(Calendar.DAY_OF_YEAR)) {             return;         }         if (mCurrentDate.after(mTempDate)) {,"     public void setMinDate(long minDate) {         mTempDate.setTimeInMillis(minDate);         if (mTempDate.get(Calendar.YEAR) == mMinDate.get(Calendar.YEAR)+                && mTempDate.get(Calendar.DAY_OF_YEAR) == mMinDate.get(Calendar.DAY_OF_YEAR)) {+            // Same day, no-op.             return;         }         if (mCurrentDate.before(mTempDate)) {     public void setMaxDate(long maxDate) {         mTempDate.setTimeInMillis(maxDate);         if (mTempDate.get(Calendar.YEAR) == mMaxDate.get(Calendar.YEAR)+                && mTempDate.get(Calendar.DAY_OF_YEAR) == mMaxDate.get(Calendar.DAY_OF_YEAR)) {+            // Same day, no-op.             return;         }         if (mCurrentDate.after(mTempDate)) {",0,0.6713197969543148,132.25,197,0.6947004608294931,150.75,217,-0.023380663875178342,-18.5,-20
                 try {                     NetworkInfo info = service.getNetworkInfo(ConnectivityManager.TYPE_MOBILE_DUN);                     int msg;-                    if (info.isConnected() == true) {                         msg = TetherMasterSM.CMD_CELL_DUN_ENABLED;                     } else {                         msg = TetherMasterSM.CMD_CELL_DUN_DISABLED;,                 try {                     NetworkInfo info = service.getNetworkInfo(ConnectivityManager.TYPE_MOBILE_DUN);                     int msg;+                    if (info != null && info.isConnected() == true) {                         msg = TetherMasterSM.CMD_CELL_DUN_ENABLED;                     } else {                         msg = TetherMasterSM.CMD_CELL_DUN_DISABLED;,0,1.75,134.75,77,1.711890243902439,140.375,82,0.038109756097560954,-5.625,-5
"                 String[] strings = value.split("","");                 float[] list = new float[strings.length];                 for (int i = 0; i < strings.length; i++) {-                    list[i] = Float.valueOf(strings[i]);                 }                 intent.putExtra(key, list);                 hasIntentInfo = true;      private void runStackStart() throws Exception {         String displayIdStr = nextArgRequired();-        int displayId = Integer.valueOf(displayIdStr);         Intent intent = makeIntent(UserHandle.USER_CURRENT);          try {      private void runStackMoveTask() throws Exception {         String taskIdStr = nextArgRequired();-        int taskId = Integer.valueOf(taskIdStr);         String stackIdStr = nextArgRequired();-        int stackId = Integer.valueOf(stackIdStr);         String toTopStr = nextArgRequired();         final boolean toTop;         if (""true"".equals(toTopStr)) {      private void runStackResize() throws Exception {         String stackIdStr = nextArgRequired();-        int stackId = Integer.valueOf(stackIdStr);         final Rect bounds = getBounds();         if (bounds == null) {             System.err.println(""Error: invalid input bounds"");     private void runStackInfo() throws Exception {         try {             String stackIdStr = nextArgRequired();-            int stackId = Integer.valueOf(stackIdStr);             StackInfo info = mAm.getStackInfo(stackId);             System.out.println(info);         } catch (RemoteException e) {     }      private void runStackSplit() throws Exception {-        final int stackId = Integer.valueOf(nextArgRequired());         final String splitDirection = nextArgRequired();         Intent intent = null;         try {             if (taskIdStr.equals(""stop"")) {                 mAm.stopLockTaskMode();             } else {-                int taskId = Integer.valueOf(taskIdStr);                 mAm.startLockTaskMode(taskId);             }             System.err.println(""Activity manager is "" + (mAm.isInLockTaskMode() ? """" : ""not "") +      private void runTaskResizeable() throws Exception {         final String taskIdStr = nextArgRequired();-        final int taskId = Integer.valueOf(taskIdStr);         final String resizeableStr = nextArgRequired();-        final boolean resizeable = Boolean.valueOf(resizeableStr);          try {             mAm.setTaskResizeable(taskId, resizeable);      private void runTaskResize() throws Exception {         final String taskIdStr = nextArgRequired();-        final int taskId = Integer.valueOf(taskIdStr);         final Rect bounds = getBounds();         if (bounds == null) {             System.err.println(""Error: invalid input bounds"");      private Rect getBounds() {         String leftStr = nextArgRequired();-        int left = Integer.valueOf(leftStr);         String topStr = nextArgRequired();-        int top = Integer.valueOf(topStr);         String rightStr = nextArgRequired();-        int right = Integer.valueOf(rightStr);         String bottomStr = nextArgRequired();-        int bottom = Integer.valueOf(bottomStr);         if (left < 0) {             System.err.println(""Error: bad left arg: "" + leftStr);             return null;","                 String[] strings = value.split("","");                 float[] list = new float[strings.length];                 for (int i = 0; i < strings.length; i++) {+                    list[i] = Float.parseFloat(strings[i]);                 }                 intent.putExtra(key, list);                 hasIntentInfo = true;      private void runStackStart() throws Exception {         String displayIdStr = nextArgRequired();+        int displayId = Integer.parseInt(displayIdStr);         Intent intent = makeIntent(UserHandle.USER_CURRENT);          try {      private void runStackMoveTask() throws Exception {         String taskIdStr = nextArgRequired();+        int taskId = Integer.parseInt(taskIdStr);         String stackIdStr = nextArgRequired();+        int stackId = Integer.parseInt(stackIdStr);         String toTopStr = nextArgRequired();         final boolean toTop;         if (""true"".equals(toTopStr)) {      private void runStackResize() throws Exception {         String stackIdStr = nextArgRequired();+        int stackId = Integer.parseInt(stackIdStr);         final Rect bounds = getBounds();         if (bounds == null) {             System.err.println(""Error: invalid input bounds"");     private void runStackInfo() throws Exception {         try {             String stackIdStr = nextArgRequired();+            int stackId = Integer.parseInt(stackIdStr);             StackInfo info = mAm.getStackInfo(stackId);             System.out.println(info);         } catch (RemoteException e) {     }      private void runStackSplit() throws Exception {+        final int stackId = Integer.parseInt(nextArgRequired());         final String splitDirection = nextArgRequired();         Intent intent = null;         try {             if (taskIdStr.equals(""stop"")) {                 mAm.stopLockTaskMode();             } else {+                int taskId = Integer.parseInt(taskIdStr);                 mAm.startLockTaskMode(taskId);             }             System.err.println(""Activity manager is "" + (mAm.isInLockTaskMode() ? """" : ""not "") +      private void runTaskResizeable() throws Exception {         final String taskIdStr = nextArgRequired();+        final int taskId = Integer.parseInt(taskIdStr);         final String resizeableStr = nextArgRequired();+        final boolean resizeable = Boolean.parseBoolean(resizeableStr);          try {             mAm.setTaskResizeable(taskId, resizeable);      private void runTaskResize() throws Exception {         final String taskIdStr = nextArgRequired();+        final int taskId = Integer.parseInt(taskIdStr);         final Rect bounds = getBounds();         if (bounds == null) {             System.err.println(""Error: invalid input bounds"");      private Rect getBounds() {         String leftStr = nextArgRequired();+        int left = Integer.parseInt(leftStr);         String topStr = nextArgRequired();+        int top = Integer.parseInt(topStr);         String rightStr = nextArgRequired();+        int right = Integer.parseInt(rightStr);         String bottomStr = nextArgRequired();+        int bottom = Integer.parseInt(bottomStr);         if (left < 0) {             System.err.println(""Error: bad left arg: "" + leftStr);             return null;",0,1.0450097847358122,534.0,511,1.0195694716242663,521.0,511,0.02544031311154593,13.0,0
"         }     }; -    public MtpDatabase(Context context, Context userContext, String volumeName,             String[] subDirectories) {         native_setup();         mContext = context;-        mMediaProvider = userContext.getContentResolver()                 .acquireContentProviderClient(MediaStore.AUTHORITY);         mVolumeName = volumeName;         mObjectsUri = Files.getMtpObjectsUri(volumeName);","         }     }; +    public MtpDatabase(Context context, String volumeName,             String[] subDirectories) {         native_setup();         mContext = context;+        mMediaProvider = context.getContentResolver()                 .acquireContentProviderClient(MediaStore.AUTHORITY);         mVolumeName = volumeName;         mObjectsUri = Files.getMtpObjectsUri(volumeName);",0,2.198529411764706,186.875,85,2.1126543209876543,171.125,81,0.0858750907770518,15.75,4
"                         final String value = item.getValue();                         // No value, i.e. null, matches any filter                         if (value == null-                                || value.toLowerCase().contains(constraintLowerCase)) {                             filteredItems.add(item);                         }                     }","                         final String value = item.getValue();                         // No value, i.e. null, matches any filter                         if (value == null+                                || value.toLowerCase().startsWith(constraintLowerCase)) {                             filteredItems.add(item);                         }                     }",0,2.4292452830188678,128.75,53,2.544811320754717,134.875,53,-0.11556603773584939,-6.125,0
"                         final String value = item.getValue();                         // No value, i.e. null, matches any filter                         if (value == null-                                || value.toLowerCase().contains(constraintLowerCase)) {                             filteredItems.add(item);                         }                     }","                         final String value = item.getValue();                         // No value, i.e. null, matches any filter                         if (value == null+                                || value.toLowerCase().startsWith(constraintLowerCase)) {                             filteredItems.add(item);                         }                     }",0,2.4292452830188678,128.75,53,2.544811320754717,134.875,53,-0.11556603773584939,-6.125,0
"         int sourceWidth = icon.getIntrinsicWidth();         int sourceHeight = icon.getIntrinsicHeight(); -        if (sourceWidth > 0 && sourceWidth > 0) {             // There are intrinsic sizes.             if (width < sourceWidth || height < sourceHeight) {                 // It's too big, scale it down.","         int sourceWidth = icon.getIntrinsicWidth();         int sourceHeight = icon.getIntrinsicHeight(); +        if (sourceWidth > 0 && sourceHeight > 0) {             // There are intrinsic sizes.             if (width < sourceWidth || height < sourceHeight) {                 // It's too big, scale it down.",0,1.547945205479452,113.0,73,1.4743150684931507,107.625,73,0.07363013698630128,5.375,0
"         int sourceWidth = icon.getIntrinsicWidth();         int sourceHeight = icon.getIntrinsicHeight(); -        if (sourceWidth > 0 && sourceWidth > 0) {             // There are intrinsic sizes.             if (width < sourceWidth || height < sourceHeight) {                 // It's too big, scale it down.","         int sourceWidth = icon.getIntrinsicWidth();         int sourceHeight = icon.getIntrinsicHeight(); +        if (sourceWidth > 0 && sourceHeight > 0) {             // There are intrinsic sizes.             if (width < sourceWidth || height < sourceHeight) {                 // It's too big, scale it down.",0,1.547945205479452,113.0,73,1.4743150684931507,107.625,73,0.07363013698630128,5.375,0
             mHandler.post(new Runnable() {                 @Override                 public void run() {-                    mListener.onInputUpdated(inputId);                 }             });         }             @Override             public void onInputUpdated(String inputId) {                 synchronized (mLock) {-                    for (TvInputListenerRecord record : mTvInputListenerRecordsList) {                         record.postInputUpdated(inputId);                     }                 },             mHandler.post(new Runnable() {                 @Override                 public void run() {+                    mCallback.onInputUpdated(inputId);                 }             });         }             @Override             public void onInputUpdated(String inputId) {                 synchronized (mLock) {+                    for (TvInputCallbackRecord record : mCallbackRecords) {                         record.postInputUpdated(inputId);                     }                 },0,1.84375,162.25,88,1.653735632183908,143.875,87,0.19001436781609193,18.375,1
             mHandler.post(new Runnable() {                 @Override                 public void run() {-                    mListener.onInputUpdated(inputId);                 }             });         }             @Override             public void onInputUpdated(String inputId) {                 synchronized (mLock) {-                    for (TvInputListenerRecord record : mTvInputListenerRecordsList) {                         record.postInputUpdated(inputId);                     }                 },             mHandler.post(new Runnable() {                 @Override                 public void run() {+                    mCallback.onInputUpdated(inputId);                 }             });         }             @Override             public void onInputUpdated(String inputId) {                 synchronized (mLock) {+                    for (TvInputCallbackRecord record : mCallbackRecords) {                         record.postInputUpdated(inputId);                     }                 },0,1.84375,162.25,88,1.653735632183908,143.875,87,0.19001436781609193,18.375,1
      * @hide      */     @SystemApi-    public final Connection getPrimaryConnection() {         if (mUnmodifiableChildConnections == null || mUnmodifiableChildConnections.isEmpty()) {             return null;         },      * @hide      */     @SystemApi+    public Connection getPrimaryConnection() {         if (mUnmodifiableChildConnections == null || mUnmodifiableChildConnections.isEmpty()) {             return null;         },0,2.5055555555555555,112.75,45,2.4360795454545454,107.1875,44,0.06947601010101012,5.5625,1
"     }      @Override-    public void clearDnsInterfaceForUidRange(int uid_start, int uid_end) {         mContext.enforceCallingOrSelfPermission(CONNECTIVITY_INTERNAL, TAG);         try {-            mConnector.execute(""resolver"", ""clearifaceforuidrange"", uid_start, uid_end);         } catch (NativeDaemonConnectorException e) {             throw e.rethrowAsParcelableException();         }","     }      @Override+    public void clearDnsInterfaceForUidRange(String iface, int uid_start, int uid_end) {         mContext.enforceCallingOrSelfPermission(CONNECTIVITY_INTERNAL, TAG);         try {+            mConnector.execute(""resolver"", ""clearifaceforuidrange"", iface, uid_start, uid_end);         } catch (NativeDaemonConnectorException e) {             throw e.rethrowAsParcelableException();         }",0,2.037087912087912,185.375,91,1.7963917525773196,174.25,97,0.2406961595105923,11.125,-6
     @Override     public void getFocusedRect(Rect r) {         View view = getSelectedView();-        if (view != null) {             // the focused rectangle of the selected view offset into the             // coordinate space of this view.             view.getFocusedRect(r);,     @Override     public void getFocusedRect(Rect r) {         View view = getSelectedView();+        if (view != null && view.getParent() == this) {             // the focused rectangle of the selected view offset into the             // coordinate space of this view.             view.getFocusedRect(r);,0,1.896186440677966,111.875,59,1.8134469696969697,119.6875,66,0.08273947098099632,-7.8125,-7
          final int firstPosition = mFirstPosition; -        if (firstPosition == 0 && firstTop >= listPadding.top && deltaY > 0) {             // Don't need to move views down if the top of the first position             // is already visible             return true;         } -        if (firstPosition + childCount == mItemCount && lastBottom <= end && deltaY < 0) {             // Don't need to move views up if the bottom of the last position             // is already visible             return true;,          final int firstPosition = mFirstPosition; +        if (firstPosition == 0 && firstTop >= listPadding.top && deltaY >= 0) {             // Don't need to move views down if the top of the first position             // is already visible             return true;         } +        if (firstPosition + childCount == mItemCount && lastBottom <= end && deltaY <= 0) {             // Don't need to move views up if the bottom of the last position             // is already visible             return true;,0,1.5225225225225225,169.0,111,1.5112612612612613,167.75,111,0.011261261261261257,1.25,0
